N,P,K,temperature,humidity,ph,rainfall,label,Wind Speed (km/h),Soil Moisture (%),Water Requirement (mm/day),Growth Stage,Area (sqm),Irrigation Type,Soil Type,Past Yield (tons),Last Irrigation Date,Last Fertilization Date,Region/State
9,141,202,21.01245395,81.17931863,6.119495295,66.38448261,grapes,5.62,27.69,4.32,Seedling,244,Flood,Silty,2.23,14-03-2025,03-03-2025,Karnataka
20,142,196,10.89875873,80.01639435,6.207600783,68.69420397,grapes,18.03,38.3,4.29,Harvest,668,Manual,Clay,4.73,28-03-2025,30-03-2025,Tamil Nadu
32,129,201,16.36251869,83.00471609,6.48754639,71.55665483,grapes,12.37,25.57,3.4,Fruiting,694,Sprinkler,Clay,3.62,28-03-2025,30-03-2025,Karnataka
3,134,199,20.28370163,81.32235739,5.81717753,71.06611222,grapes,22.29,19.16,7.11,Flowering,484,Manual,Loamy,4.4,08-03-2025,01-03-2025,Tamil Nadu
38,138,204,25.11108456,83.25447587,6.325480034,73.01026829,grapes,14.46,33.87,8.88,Seedling,368,Sprinkler,Loamy,2.15,09-03-2025,02-03-2025,Punjab
14,131,198,33.4641162,83.86742974,5.562790949,67.92204319,grapes,24.36,47.13,3.12,Fruiting,553,Flood,Loamy,0.69,04-04-2025,04-02-2025,Assam
20,122,204,11.7976469,80.86325389,6.487369687,65.06962486,grapes,8.71,47.17,3.34,Vegetative,798,Manual,Loamy,4.88,15-03-2025,17-02-2025,Tamil Nadu
40,126,201,11.36300891,80.03100049,6.116982944,71.18289431,grapes,22.37,23.68,7.01,Flowering,617,Flood,Clay,0.58,19-03-2025,18-02-2025,Tamil Nadu
36,128,204,25.23542319,80.68700527,5.695792761,67.03840888,grapes,20.53,31.11,8.74,Fruiting,964,Sprinkler,Loamy,4.76,19-03-2025,14-02-2025,Tamil Nadu
11,132,197,15.99050693,81.23966573,5.734317007,74.40198861,grapes,20.42,18.47,5.29,Fruiting,449,Manual,Silty,2.16,08-03-2025,06-03-2025,Punjab
0,137,195,22.4359017,80.18612085,6.329499832,65.3973168,grapes,21.9,49.83,5.45,Seedling,209,Drip,Silty,0.55,08-03-2025,18-02-2025,Karnataka
19,123,200,34.76086052,81.03544763,6.167013532,65.70430027,grapes,20.22,49.24,7.17,Vegetative,582,Flood,Loamy,3.6,24-03-2025,24-02-2025,Punjab
31,136,197,31.11047251,83.34010951,5.653776058,71.43001582,grapes,17.52,35.98,4.92,Fruiting,506,Sprinkler,Sandy,4.91,21-03-2025,19-03-2025,Tamil Nadu
4,134,200,28.57828803,80.95628959,5.840256272,73.34232097,grapes,7.62,42.18,3.19,Flowering,749,Manual,Silty,4.85,28-03-2025,10-02-2025,Tamil Nadu
39,139,201,41.18664903,81.01783402,5.539980812,68.68895899,grapes,5.65,38.6,8.15,Fruiting,150,Flood,Silty,1.22,13-03-2025,20-02-2025,Assam
8,127,196,27.02766138,83.17093908,5.833302165,70.95666003,grapes,23.42,33.73,7.38,Harvest,502,Manual,Loamy,1.32,15-03-2025,08-03-2025,Punjab
39,138,203,21.19339319,82.33098331,6.399433771,74.62834921,grapes,17.33,12.13,7.07,Flowering,662,Flood,Loamy,3.04,17-03-2025,01-03-2025,Punjab
32,120,204,10.38004759,83.44518113,6.138958698,67.3917379,grapes,20.93,28.19,8.19,Flowering,575,Flood,Clay,3.37,14-03-2025,06-02-2025,Maharashtra
12,142,203,31.3115978,82.56407013,5.972850838,65.01095312,grapes,14.63,36.99,7.73,Fruiting,186,Flood,Silty,3.83,12-03-2025,08-03-2025,Karnataka
8,133,195,20.46657776,80.97598029,6.456079585,71.29813872,grapes,7.35,37.1,4.44,Seedling,167,Manual,Loamy,1.31,31-03-2025,17-02-2025,Maharashtra
8,139,199,29.36947679,81.53996362,6.336426667,66.13442813,grapes,7.5,24.92,5.47,Flowering,695,Manual,Loamy,4.82,01-04-2025,16-03-2025,Maharashtra
21,134,202,10.72302459,80.02130636,6.425419926,65.2982112,grapes,18.71,47.67,3.88,Harvest,141,Flood,Clay,3.37,23-03-2025,13-03-2025,Karnataka
40,140,195,14.97846952,80.49979873,6.294395676,71.63437433,grapes,13.61,16.69,3.91,Seedling,830,Drip,Silty,4.31,16-03-2025,06-02-2025,Assam
39,127,202,15.3246651,81.67215994,6.477768039,71.60102999,grapes,9.01,30.01,7.73,Seedling,156,Drip,Loamy,2.93,13-03-2025,12-03-2025,Assam
19,120,195,18.73932187,81.12109244,5.931538447,73.55807954,grapes,14.83,37.64,9.01,Seedling,837,Drip,Clay,2.36,22-03-2025,13-03-2025,Karnataka
21,139,201,19.3642553,83.36094029,5.980598579,67.15094741,grapes,6.28,37.89,9.74,Flowering,295,Sprinkler,Loamy,4.9,23-03-2025,07-02-2025,Karnataka
17,136,195,41.20733624,81.61051026,6.389783283,65.90227462,grapes,16.64,35.95,7.4,Seedling,859,Drip,Sandy,3.12,12-03-2025,02-03-2025,Punjab
33,139,203,33.34214482,82.51034633,5.693287415,70.68098614,grapes,10.38,21.01,4.29,Fruiting,777,Manual,Sandy,4.4,18-03-2025,24-02-2025,Punjab
22,133,201,23.81995682,80.12211649,6.00299607,67.2739864,grapes,20.95,16.25,3.74,Seedling,161,Drip,Loamy,4.79,21-03-2025,14-02-2025,Punjab
32,130,196,40.66012294,81.24995984,6.372959542,74.03030056,grapes,11.21,35.44,8.69,Harvest,362,Manual,Silty,3.54,04-04-2025,25-02-2025,Punjab
37,135,205,11.82768186,80.2827185,5.510924849,74.10225057,grapes,14.1,33.97,7.05,Vegetative,211,Sprinkler,Sandy,2.97,31-03-2025,26-03-2025,Tamil Nadu
15,140,195,13.28504331,83.54193816,5.69945282,65.80006004,grapes,5.23,17.17,7.33,Harvest,864,Manual,Clay,0.52,16-03-2025,17-03-2025,Tamil Nadu
39,132,196,35.83089092,83.32560104,5.778594403,73.67984885,grapes,6.45,38.21,8.47,Flowering,810,Manual,Loamy,0.68,21-03-2025,19-02-2025,Assam
40,121,199,26.18159716,81.03886263,6.315586313,66.05911698,grapes,12.85,28.21,7.92,Seedling,277,Manual,Clay,1.4,29-03-2025,30-03-2025,Tamil Nadu
40,132,202,24.57558351,80.70695797,5.971813006,69.706113,grapes,14.6,36.71,8.84,Seedling,125,Drip,Sandy,1.34,14-03-2025,04-02-2025,Tamil Nadu
29,142,203,29.67229086,83.71498986,5.891195653,66.48490371,grapes,17,43.49,3.39,Fruiting,509,Flood,Silty,1.65,18-03-2025,16-03-2025,Punjab
32,121,199,39.37102553,81.25353895,6.129812716,74.08101744,grapes,10.83,16.79,8.23,Seedling,857,Manual,Clay,1.87,09-03-2025,12-03-2025,Punjab
6,140,205,17.66558428,82.92903419,6.313085601,69.8671263,grapes,18.9,10.77,8.96,Harvest,630,Drip,Sandy,2.12,28-03-2025,18-02-2025,Karnataka
8,120,196,24.06679352,82.66396666,6.053662544,69.81855775,grapes,22.2,41.16,5,Flowering,876,Drip,Sandy,2.39,29-03-2025,26-03-2025,Punjab
34,133,202,15.31413469,80.09711412,5.804799142,74.82144653,grapes,20.6,34.39,7.48,Vegetative,416,Drip,Sandy,0.94,09-03-2025,19-02-2025,Karnataka
35,135,199,21.77466746,80.54942557,6.400719746,69.39630398,grapes,5.79,37.99,5.2,Seedling,631,Flood,Clay,0.69,16-03-2025,18-03-2025,Karnataka
16,145,199,26.91624843,80.76838926,5.953966361,69.30927185,grapes,14.61,43.53,9.71,Vegetative,205,Flood,Sandy,3.53,08-03-2025,28-03-2025,Tamil Nadu
8,136,201,41.65602996,82.22118237,5.609255992,74.19664838,grapes,7.1,42.11,3.23,Seedling,848,Flood,Loamy,2.92,04-04-2025,02-03-2025,Punjab
25,129,195,17.98667801,81.17712085,5.777271492,72.37127689,grapes,9.84,48.44,7.06,Flowering,917,Flood,Sandy,2.5,13-03-2025,25-03-2025,Tamil Nadu
16,130,201,29.12033769,82.79092939,5.682395429,68.8503047,grapes,24.73,31.44,4.17,Harvest,563,Sprinkler,Loamy,3.35,13-03-2025,22-02-2025,Punjab
39,129,203,34.38922481,83.18392806,5.863996687,71.03001556,grapes,7.85,29.54,7.99,Flowering,345,Flood,Silty,4.22,23-03-2025,15-03-2025,Tamil Nadu
38,135,203,41.36106301,82.79782954,6.444373116,69.92107482,grapes,14.98,26.08,4.23,Vegetative,180,Flood,Loamy,2.42,08-03-2025,14-03-2025,Tamil Nadu
33,120,205,35.12158265,82.26890793,5.550832178,69.71518491,grapes,17.36,16.15,4.65,Seedling,761,Flood,Silty,3.39,25-03-2025,27-03-2025,Tamil Nadu
35,125,204,19.6491772,80.15215777,6.107741788,73.69529586,grapes,19.05,32.9,6.46,Vegetative,495,Manual,Silty,4.79,30-03-2025,23-03-2025,Assam
1,132,200,16.27852801,82.94270065,5.620745638,66.57462809,grapes,16.19,21.08,9.4,Harvest,621,Manual,Loamy,4.28,27-03-2025,04-03-2025,Tamil Nadu
39,140,203,21.11903604,80.63399198,6.349875906,69.27779761,grapes,5.2,46.85,4.48,Flowering,932,Flood,Silty,2.42,09-03-2025,20-02-2025,Maharashtra
28,145,202,19.2077707,82.9042841,6.484323189,66.83113717,grapes,11.53,33.33,4.01,Vegetative,835,Sprinkler,Loamy,3.4,30-03-2025,11-03-2025,Maharashtra
6,128,200,25.96308415,82.57813624,5.838748311,70.31782647,grapes,15.35,33.71,8.31,Vegetative,363,Manual,Clay,1.3,30-03-2025,16-02-2025,Maharashtra
6,139,199,25.67385024,81.6212135,6.29099842,74.10919422,grapes,6.76,24.2,6.5,Harvest,760,Drip,Silty,3.02,31-03-2025,17-02-2025,Karnataka
29,122,196,41.94865736,81.15595212,5.638328481,73.06862952,grapes,12.01,12.08,9.38,Seedling,889,Manual,Loamy,4.92,23-03-2025,17-02-2025,Tamil Nadu
37,144,197,11.18994268,80.8084305,6.415555956,66.34234944,grapes,5.66,11.27,4.03,Vegetative,373,Drip,Silty,2.83,25-03-2025,17-02-2025,Maharashtra
38,120,197,17.5438296,82.94703302,6.323722572,73.77063744,grapes,6.57,26.93,7.52,Harvest,805,Manual,Sandy,4.67,08-03-2025,21-03-2025,Karnataka
38,141,198,13.05809741,80.28297993,5.757009965,70.75633584,grapes,12.94,13.38,4.63,Seedling,271,Flood,Loamy,2.33,08-03-2025,20-03-2025,Maharashtra
14,121,203,9.724457611,83.74765639,6.158689406,74.46411148,grapes,7.65,34.27,4.1,Seedling,364,Manual,Sandy,4.99,22-03-2025,13-03-2025,Punjab
6,125,204,27.92004934,82.93262435,5.733539807,69.92092839,grapes,16.35,45.24,7.78,Flowering,921,Flood,Silty,3.11,02-04-2025,03-03-2025,Assam
32,138,197,9.535585543,80.73112694,5.908724337,69.44115171,grapes,18.79,45.32,7.16,Harvest,125,Flood,Silty,0.69,15-03-2025,04-02-2025,Tamil Nadu
11,124,204,13.42988625,80.06633966,6.361141107,71.40043037,grapes,21.01,36.36,8.28,Seedling,568,Manual,Clay,3.14,07-03-2025,17-02-2025,Assam
23,138,200,9.851242629,80.22631717,5.96537863,68.42802444,grapes,9,18.45,5.17,Flowering,961,Drip,Loamy,1.74,13-03-2025,25-03-2025,Assam
40,143,201,24.97256132,82.72828653,6.476757723,66.70016285,grapes,8.35,44.52,6.14,Fruiting,575,Drip,Sandy,0.65,11-03-2025,13-03-2025,Punjab
6,142,202,27.23708304,82.94573346,6.224542938,70.42508897,grapes,7.09,45.44,5.84,Harvest,455,Manual,Clay,4.19,12-03-2025,08-03-2025,Punjab
37,124,195,18.70679077,83.4795292,6.209928251,66.5964488,grapes,17.73,17.87,9.89,Fruiting,125,Flood,Silty,1.74,18-03-2025,06-03-2025,Punjab
35,134,204,9.949929082,82.55138983,5.841138354,66.00817551,grapes,19.13,39.5,5.05,Seedling,133,Drip,Silty,4.08,10-03-2025,21-03-2025,Karnataka
119,25,51,26.47330219,80.92254421,6.283818329,53.65742581,watermelon,5.63,21.46,5.06,Harvest,363,Sprinkler,Clay,1.8,22-03-2025,10-02-2025,Maharashtra
119,19,55,25.18780042,83.44621709,6.818261383,46.87420883,watermelon,23.72,42.11,5.48,Flowering,237,Flood,Sandy,1.37,27-03-2025,26-02-2025,Tamil Nadu
105,30,50,25.29954705,81.77527562,6.37620108,57.04147057,watermelon,6.04,49.89,6.95,Seedling,915,Manual,Silty,4.88,25-03-2025,17-03-2025,Punjab
114,8,50,24.74631269,88.30866319,6.581587932,57.95826144,watermelon,15.83,11.2,4.77,Harvest,794,Flood,Silty,2.13,08-03-2025,05-02-2025,Tamil Nadu
93,22,52,26.58740671,81.32563243,6.932739726,41.87540028,watermelon,19.18,45.89,9.41,Harvest,974,Sprinkler,Loamy,3.21,03-04-2025,05-02-2025,Tamil Nadu
80,26,55,24.53442564,88.989272,6.140099215,49.11618732,watermelon,22.42,34.91,4.86,Fruiting,853,Sprinkler,Clay,3.24,26-03-2025,27-02-2025,Tamil Nadu
85,27,45,26.0713757,88.7285657,6.467095849,57.79652846,watermelon,19.28,48.94,9.27,Seedling,665,Drip,Silty,3.02,19-03-2025,28-02-2025,Punjab
85,22,53,25.96534238,89.77076659,6.849471704,59.46338556,watermelon,21.03,28.6,3.72,Flowering,561,Sprinkler,Sandy,4.62,17-03-2025,02-03-2025,Punjab
82,22,45,26.22338015,85.34866045,6.512196212,54.60159289,watermelon,11.79,43.9,7.6,Flowering,267,Flood,Loamy,3.53,15-03-2025,19-02-2025,Maharashtra
118,13,54,24.41311871,89.81574032,6.039584629,44.07843475,watermelon,21.3,12.5,9.35,Seedling,730,Drip,Clay,2.32,06-03-2025,14-03-2025,Punjab
83,25,53,26.49195283,80.04678201,6.057697106,57.72799157,watermelon,6.6,23.41,4.18,Seedling,754,Sprinkler,Sandy,4.38,11-03-2025,07-02-2025,Punjab
86,15,47,24.04355803,84.18406764,6.423898762,53.78929956,watermelon,22.9,12.68,9.78,Vegetative,180,Drip,Silty,1.31,20-03-2025,08-03-2025,Tamil Nadu
101,10,47,25.5421695,83.31883376,6.936997681,57.57343233,watermelon,15.95,49.01,6.17,Fruiting,856,Drip,Clay,2.95,23-03-2025,26-03-2025,Maharashtra
119,9,50,26.74550678,83.9195902,6.251286661,40.794305,watermelon,21.35,42.68,9.62,Seedling,963,Manual,Clay,4.78,16-03-2025,09-02-2025,Assam
104,17,46,25.7131428,80.22972777,6.190015912,43.08961827,watermelon,14.05,44.1,7.74,Seedling,969,Drip,Sandy,3.31,10-03-2025,06-03-2025,Punjab
95,12,51,25.76484262,84.1726996,6.681606702,44.22066914,watermelon,17.87,47.52,5.11,Vegetative,506,Drip,Clay,4.18,01-04-2025,12-02-2025,Punjab
102,14,52,26.79489868,89.64815231,6.51075991,57.74091817,watermelon,15.53,13.4,4.32,Vegetative,673,Sprinkler,Sandy,3.44,30-03-2025,18-02-2025,Assam
109,21,55,24.9004602,89.73524177,6.770278088,57.44942094,watermelon,19.63,25.42,5.13,Harvest,145,Flood,Silty,4.28,11-03-2025,31-03-2025,Tamil Nadu
81,18,50,26.80750629,88.22874955,6.429788073,58.79889057,watermelon,6.63,12.84,3.65,Flowering,698,Flood,Loamy,4.75,14-03-2025,26-03-2025,Maharashtra
103,17,51,25.11189154,80.02621335,6.209888345,44.20656987,watermelon,6.21,18.43,4.01,Fruiting,710,Sprinkler,Sandy,1.73,30-03-2025,10-02-2025,Tamil Nadu
105,14,50,26.2148837,87.6883982,6.419052193,59.65590798,watermelon,9.94,19.17,3.73,Harvest,906,Flood,Loamy,1.26,26-03-2025,08-03-2025,Karnataka
97,8,52,24.9103226,86.97190046,6.237861736,49.48575692,watermelon,8.19,28.76,5.96,Seedling,152,Drip,Clay,2.68,01-04-2025,28-03-2025,Punjab
120,19,49,25.79448878,84.26830701,6.762471629,56.45229202,watermelon,22.44,20.74,8.57,Vegetative,803,Manual,Sandy,3.66,03-04-2025,28-03-2025,Karnataka
95,16,55,25.26931156,87.55055105,6.612847999,40.12650421,watermelon,9.38,14.04,3.99,Flowering,575,Drip,Silty,1.52,18-03-2025,24-03-2025,Punjab
83,29,52,25.76402693,87.5931128,6.704688865,46.05122728,watermelon,24.52,16.7,3.91,Harvest,691,Drip,Sandy,0.52,28-03-2025,14-02-2025,Karnataka
83,9,45,25.85483596,89.13163965,6.049609892,46.85176955,watermelon,11.74,15.89,7.5,Flowering,115,Manual,Sandy,2.04,22-03-2025,10-02-2025,Assam
91,21,50,24.33528185,81.44030363,6.762030215,48.32113628,watermelon,8.64,48.92,4.38,Vegetative,459,Sprinkler,Sandy,4.86,02-04-2025,04-03-2025,Punjab
116,5,54,25.37601283,80.99313508,6.65398725,57.23028471,watermelon,20.79,40.37,3.68,Harvest,586,Drip,Loamy,3.63,10-03-2025,26-02-2025,Punjab
112,28,54,24.86094646,85.05318563,6.738030547,55.29563514,watermelon,18.17,48.71,4.17,Harvest,937,Drip,Loamy,2.31,23-03-2025,30-03-2025,Karnataka
88,29,51,24.71885473,88.94568335,6.095689937,48.45978627,watermelon,14.96,27.59,9.47,Flowering,805,Sprinkler,Clay,1.37,29-03-2025,17-03-2025,Maharashtra
118,15,45,24.21495706,84.20576992,6.538006356,48.01138482,watermelon,16.11,21.13,8.75,Vegetative,601,Drip,Clay,2.1,06-03-2025,15-03-2025,Karnataka
92,21,48,25.81692236,82.043255,6.377427122,54.82963379,watermelon,19.38,41.93,5.48,Seedling,240,Drip,Clay,1.26,22-03-2025,07-03-2025,Punjab
106,14,45,24.47018505,84.16390229,6.417011754,57.26773002,watermelon,9.57,23.05,7.59,Harvest,719,Flood,Clay,0.98,25-03-2025,26-03-2025,Punjab
99,5,47,24.13078816,84.84494575,6.649086972,51.19470197,watermelon,24.93,21.98,6.76,Seedling,914,Sprinkler,Sandy,4.58,07-03-2025,02-03-2025,Maharashtra
98,8,51,26.1793464,86.52258079,6.25933595,49.43050977,watermelon,24.5,19.3,7.74,Vegetative,876,Drip,Loamy,4.99,29-03-2025,09-03-2025,Tamil Nadu
108,22,46,26.17668721,86.7295205,6.121168559,53.33484977,watermelon,18.01,15.19,7.78,Harvest,546,Drip,Loamy,1.24,25-03-2025,14-03-2025,Maharashtra
119,7,55,26.03867719,84.6378378,6.031424482,44.3993381,watermelon,8.99,20.26,7.4,Harvest,389,Manual,Loamy,0.75,09-03-2025,08-03-2025,Tamil Nadu
117,27,48,26.53259325,82.39053979,6.835268184,54.30660782,watermelon,18.6,24.21,4.86,Seedling,308,Manual,Loamy,1.98,02-04-2025,22-02-2025,Punjab
109,10,53,26.81938687,87.8274604,6.551750306,46.06193778,watermelon,6.44,36.96,3.27,Fruiting,574,Manual,Clay,2.58,06-03-2025,09-03-2025,Assam
80,16,46,25.50405534,81.40297428,6.940236218,48.47833278,watermelon,5.61,12.5,6.19,Seedling,512,Drip,Sandy,1.42,08-03-2025,16-03-2025,Assam
100,18,52,26.20234499,80.38266489,6.87606733,56.47941847,watermelon,10.15,18.42,9.24,Seedling,776,Drip,Loamy,1.86,09-03-2025,07-02-2025,Karnataka
91,7,53,25.13735887,89.28272716,6.457216535,43.52897517,watermelon,14.25,42.36,6.99,Fruiting,526,Manual,Silty,1.4,19-03-2025,18-03-2025,Maharashtra
86,6,53,25.92030221,83.47202566,6.921847888,42.10681516,watermelon,22.37,15.88,8.83,Vegetative,953,Flood,Sandy,3.98,15-03-2025,26-03-2025,Maharashtra
107,5,52,26.6634609,89.98405233,6.881425746,57.40847165,watermelon,19.54,23.71,9.94,Vegetative,470,Flood,Silty,3.71,15-03-2025,23-02-2025,Assam
103,16,49,24.06731461,81.64075303,6.915717008,51.75212401,watermelon,19.85,44.59,4.15,Harvest,931,Flood,Sandy,3.36,30-03-2025,22-02-2025,Tamil Nadu
101,20,48,24.6774157,82.75411437,6.206247494,57.05709413,watermelon,13.51,16.2,7.84,Flowering,763,Flood,Sandy,2.24,30-03-2025,12-02-2025,Maharashtra
85,25,47,26.11440416,87.64081095,6.29542477,58.48160844,watermelon,11.92,13.31,7.72,Flowering,389,Sprinkler,Sandy,4.59,14-03-2025,13-03-2025,Tamil Nadu
84,7,51,26.81530456,87.65694462,6.399669044,55.74073582,watermelon,12.42,29.38,9.86,Harvest,531,Manual,Silty,4.86,20-03-2025,04-02-2025,Tamil Nadu
102,28,54,25.15623099,80.27525115,6.862157042,55.49541453,watermelon,24.75,22.1,9.9,Flowering,367,Drip,Loamy,1.28,16-03-2025,08-03-2025,Tamil Nadu
98,25,52,25.2801372,83.15393658,6.224066378,49.29456609,watermelon,5.8,32.54,7.81,Seedling,250,Manual,Loamy,1.5,22-03-2025,26-03-2025,Tamil Nadu
97,25,50,26.22005978,80.90127035,6.093814669,49.08553937,watermelon,22.34,42.15,4.71,Seedling,818,Flood,Silty,2.87,21-03-2025,24-03-2025,Karnataka
90,16,45,24.92093261,80.61750795,6.291540278,50.55710813,watermelon,16.57,15.49,8.59,Fruiting,354,Drip,Loamy,0.91,23-03-2025,22-03-2025,Karnataka
95,12,46,26.21667586,81.01009354,6.32281728,54.65423596,watermelon,13.77,33.23,3.75,Fruiting,452,Sprinkler,Clay,2.46,30-03-2025,15-03-2025,Assam
82,23,49,26.81383586,87.21986949,6.873283991,51.70497792,watermelon,19.51,30.22,8.46,Harvest,476,Manual,Loamy,3.12,15-03-2025,06-02-2025,Karnataka
82,25,51,24.31334971,87.47409052,6.074209622,48.11248366,watermelon,14.73,15.76,9.37,Harvest,752,Drip,Clay,2.85,27-03-2025,26-02-2025,Maharashtra
110,28,46,24.29105004,88.04541346,6.49889585,51.26046418,watermelon,22.47,34.96,5.68,Harvest,954,Drip,Clay,1.99,10-03-2025,29-03-2025,Karnataka
118,21,51,24.42998931,86.33904774,6.678805092,48.58241822,watermelon,23.01,20.95,7.41,Seedling,457,Flood,Clay,2.94,08-03-2025,04-02-2025,Maharashtra
120,20,45,25.66576039,88.6984228,6.114128685,54.22722466,watermelon,13.43,29.51,6.01,Flowering,707,Flood,Silty,4.81,31-03-2025,14-03-2025,Maharashtra
91,7,52,25.07803672,83.46230461,6.405054243,56.39962921,watermelon,10.54,13.29,6.06,Harvest,469,Manual,Loamy,1.43,19-03-2025,09-03-2025,Tamil Nadu
81,6,55,24.88910524,85.87059083,6.110142735,51.70699144,watermelon,16.85,28.38,5.17,Harvest,326,Sprinkler,Loamy,3.45,22-03-2025,12-02-2025,Assam
101,13,54,25.42900869,82.91481799,6.828982708,56.34144589,watermelon,23.25,22.26,8.33,Seedling,804,Drip,Silty,0.7,28-03-2025,12-03-2025,Tamil Nadu
101,17,55,24.37118217,87.1269128,6.451499764,44.63907691,watermelon,9.21,42.9,9.55,Seedling,402,Flood,Silty,0.8,27-03-2025,07-02-2025,Tamil Nadu
111,6,53,26.4930645,88.59143088,6.313512999,46.06382209,watermelon,17.46,12.28,9.59,Seedling,925,Manual,Loamy,2.98,07-03-2025,22-03-2025,Karnataka
107,10,49,25.83202912,89.00481725,6.755192025,45.24690619,watermelon,17.63,26.74,4.22,Flowering,488,Flood,Silty,0.97,26-03-2025,18-03-2025,Karnataka
115,11,46,24.41592661,89.39655519,6.623167177,40.32161859,watermelon,19.66,28.34,9.12,Harvest,476,Manual,Silty,0.6,17-03-2025,20-03-2025,Maharashtra
84,25,52,24.37190239,81.2514818,6.12532356,44.20899581,watermelon,7.63,39,8.16,Vegetative,217,Flood,Clay,1.27,13-03-2025,10-03-2025,Karnataka
120,7,47,24.24782473,83.03687902,6.653867608,54.7657624,watermelon,19.32,32.97,4.77,Vegetative,104,Sprinkler,Silty,3.04,04-04-2025,30-03-2025,Karnataka
91,12,46,24.64458469,85.49938185,6.343942518,48.31219031,watermelon,23.18,36.69,3.47,Harvest,543,Drip,Clay,3.67,17-03-2025,30-03-2025,Punjab
89,22,52,24.89681131,86.10782926,6.217300786,53.14626213,watermelon,8.59,41.08,4.88,Harvest,451,Flood,Sandy,1.41,16-03-2025,16-02-2025,Maharashtra
113,19,46,25.41864024,81.12122989,6.286387658,49.52320689,watermelon,9.75,44.49,9.39,Harvest,854,Drip,Clay,3.51,21-03-2025,20-02-2025,Maharashtra
97,22,50,26.26028739,86.14585891,6.7698938,58.97878791,watermelon,24.43,22.56,7.43,Harvest,632,Manual,Clay,1.32,28-03-2025,18-03-2025,Punjab
117,30,50,24.90123934,87.20772913,6.744966312,46.59207341,watermelon,8.62,31.52,8.05,Flowering,763,Sprinkler,Silty,3.26,20-03-2025,19-02-2025,Maharashtra
90,14,52,24.84740848,89.20454622,6.391858432,59.67927244,watermelon,22.09,43.6,4.8,Vegetative,739,Drip,Loamy,2.35,11-03-2025,23-03-2025,Assam
104,23,47,26.98212846,86.70068316,6.770434148,42.91292205,watermelon,14.85,49.58,8.04,Fruiting,223,Flood,Sandy,3.44,19-03-2025,08-03-2025,Assam
81,16,45,26.90435747,86.25426228,6.727468157,59.75980023,watermelon,9.94,45.58,3.2,Vegetative,757,Drip,Sandy,4.98,02-04-2025,05-02-2025,Punjab
88,5,47,25.86475496,86.67468041,6.662244646,41.16554802,watermelon,22.41,24.86,5.63,Vegetative,376,Drip,Sandy,4.72,29-03-2025,24-02-2025,Karnataka
92,7,45,26.70607759,81.14149505,6.944640222,51.51033554,watermelon,13.91,17.81,7.39,Seedling,921,Manual,Loamy,0.52,09-03-2025,26-03-2025,Assam
81,18,50,26.44019475,80.91934337,6.507110986,47.81847573,watermelon,15.3,29.58,4.02,Harvest,493,Sprinkler,Sandy,4.48,03-04-2025,05-03-2025,Punjab
111,5,55,26.283443,84.42478917,6.520663422,50.78669728,watermelon,12.18,39.67,8.76,Harvest,763,Sprinkler,Sandy,0.8,23-03-2025,03-03-2025,Assam
108,23,51,26.84366082,83.85039964,6.106500787,40.228644,watermelon,16.86,29.7,4.65,Harvest,459,Drip,Loamy,4.79,02-04-2025,28-02-2025,Tamil Nadu
113,30,50,26.03967219,83.9862443,6.277484043,43.87712348,watermelon,8.27,29.33,7.57,Seedling,722,Drip,Sandy,1.77,02-04-2025,26-02-2025,Punjab
83,10,53,24.92994759,85.00802358,6.195142279,48.75859458,watermelon,12.82,43.53,5.84,Flowering,568,Manual,Silty,2.22,15-03-2025,02-03-2025,Maharashtra
101,11,51,25.50736962,84.24340241,6.792035575,44.2068997,watermelon,24.39,24.46,7.17,Flowering,727,Drip,Silty,0.91,19-03-2025,17-02-2025,Assam
114,21,55,25.4438391,87.9392312,6.472756256,57.51549686,watermelon,10.16,44.39,3.75,Fruiting,799,Manual,Clay,1.01,22-03-2025,20-03-2025,Maharashtra
99,6,45,26.12588914,86.5507939,6.000975617,40.71210074,watermelon,18.13,26.27,3.12,Flowering,156,Sprinkler,Clay,3.77,14-03-2025,09-03-2025,Punjab
